jessica zipper	18	3.63	M	WA
tom falkner	20	2.9	M	CA
zach ellison	19	2.41	M	CA
xavier white	24	3.93	F	AZ
priscilla nixon	18	3.47	F	FL
wendy allen	19	2.3	F	WA
sarah thompson	19	0.15	F	WA
tom underhill	22	1.66	M	CA
katie xylophone	22	1.03	F	WA
victor king	23	0.13	F	WA
gabriella young	24	0.46	M	FL
jessica falkner	20	2.29	F	AZ
rachel miller	23	2.23	M	CA
ulysses king	22	3.42	M	CA
yuri hernandez	20	0.82	M	WA
xavier van buren	18	1.05	F	AZ
ulysses zipper	23	0.56	F	AZ
tom ichabod	19	1.91	F	AZ
bob thompson	24	2.86	M	WA
xavier young	20	0.26	F	FL
ulysses thompson	22	0.06	M	WA
bob garcia	23	0.73	M	WA
xavier van buren	24	0.2	M	WA
ulysses davidson	23	3.35	M	AZ
tom hernandez	21	3.81	F	FL
irene robinson	18	1.39	F	AZ
nick ovid	22	0.19	F	AZ
mike king	22	3.74	M	CA
katie polk	20	2.86	F	CA
wendy brown	24	2.61	M	AZ
tom robinson	21	3.3	M	CA
ethan robinson	24	0.7	F	AZ
mike ellison	23	2.17	F	AZ
ulysses ovid	18	1.46	F	WA
victor hernandez	23	0.83	F	FL
sarah brown	20	3.24	M	AZ
fred quirinius	22	0.61	M	CA
mike ichabod	24	0.45	F	AZ
holly thompson	20	0.81	F	FL
katie miller	22	3.91	F	CA
katie king	24	3.46	F	CA
zach king	24	2.95	F	CA
nick king	20	0.81	F	WA
irene ichabod	20	1.74	M	CA
yuri garcia	21	2.46	M	FL
katie van buren	19	0.44	F	AZ
alice miller	23	3.43	M	AZ
nick carson	20	2.06	M	FL
alice ichabod	18	3.89	F	FL
holly davidson	21	0.34	M	WA
wendy quirinius	21	3.26	F	AZ
calvin laertes	21	2.53	M	AZ
calvin ovid	18	1.85	M	AZ
alice king	18	3.58	M	WA
quinn ellison	21	2.96	M	FL
alice brown	24	3.04	F	AZ
gabriella king	20	2.98	M	FL
luke ichabod	18	2.77	F	WA
bob steinbeck	23	1.5	M	WA
irene allen	22	2.9	F	CA
jessica ovid	20	1.92	M	WA
yuri carson	24	0.22	M	AZ
sarah van buren	21	1.92	M	FL
fred van buren	23	0.91	M	WA
holly ovid	22	3.78	M	FL
calvin van buren	19	2.48	M	CA
calvin thompson	21	3.81	F	WA
ulysses ovid	19	3.72	F	AZ
tom allen	22	2.9	F	CA
rachel brown	20	0.89	M	CA
david polk	20	1.89	M	WA
rachel van buren	19	0.19	F	FL
bob xylophone	22	0.1	F	AZ
holly miller	18	0.59	M	AZ
ethan ovid	23	1.77	M	FL
alice quirinius	21	0.94	F	FL
sarah carson	23	1.76	F	FL
fred hernandez	21	1.59	F	WA
luke quirinius	19	0.44	M	WA
xavier van buren	24	3.04	M	AZ
david nixon	20	0.96	M	FL
sarah white	21	0.36	F	CA
yuri johnson	20	0.34	F	FL
david davidson	23	0.92	F	WA
priscilla davidson	20	1.92	F	FL
xavier ovid	18	1.46	M	WA
david king	23	2.77	F	WA
bob garcia	22	1.34	M	WA
zach johnson	23	2.13	F	CA
yuri ovid	21	1.77	F	FL
calvin underhill	20	3.46	M	AZ
ethan underhill	22	1.73	F	CA
nick brown	21	3.18	F	AZ
holly brown	19	2.77	F	FL
sarah robinson	20	1.91	F	AZ
ethan ichabod	24	3.61	M	FL
ethan ellison	20	2.9	F	AZ
bob davidson	24	3.48	M	WA
yuri brown	24	1.42	M	AZ
ulysses ichabod	18	2.29	M	WA
fred young	22	1.72	M	WA
wendy allen	22	3.42	M	AZ
victor van buren	19	1.57	M	AZ
holly underhill	19	2.87	M	WA
sarah underhill	21	1.84	M	WA
wendy young	18	2.28	F	AZ
irene king	21	1.75	F	AZ
holly quirinius	23	1.39	F	AZ
oscar falkner	23	2.25	F	WA
fred ovid	22	3.71	F	CA
fred van buren	19	3.72	M	FL
bob davidson	22	3.39	F	FL
bob ichabod	19	1.89	M	FL
alice nixon	24	3.79	M	AZ
mike thompson	19	1.84	M	AZ
priscilla hernandez	18	0.65	F	WA
yuri robinson	19	0.37	F	FL
ethan xylophone	24	1.61	M	FL
luke ovid	22	2.71	F	AZ
irene king	22	0.31	M	AZ
priscilla steinbeck	19	2.37	F	AZ
zach ovid	23	2.65	F	CA
ethan underhill	21	1.15	F	WA
alice quirinius	23	1.31	M	AZ
david underhill	18	0.98	F	WA
sarah hernandez	24	2.3	F	WA
tom steinbeck	24	0.05	F	WA
david nixon	23	2.15	F	AZ
tom young	18	0.37	M	AZ
tom underhill	24	2.1	F	CA
victor brown	23	3.09	M	AZ
bob underhill	19	0.99	F	AZ
katie nixon	22	2.89	F	WA
oscar white	22	0.25	F	WA
nick falkner	21	1.88	F	WA
quinn garcia	22	2.22	M	WA
jessica garcia	20	3.06	M	AZ
mike laertes	21	2.88	M	AZ
fred ovid	21	0.52	F	AZ
ethan laertes	24	0.25	M	AZ
zach xylophone	19	3.52	M	CA
ethan robinson	23	3.55	M	AZ
bob garcia	24	1.04	F	FL
oscar van buren	23	0.92	M	FL
calvin ichabod	21	1.32	F	AZ
yuri king	18	3.59	F	AZ
nick hernandez	23	2.89	M	AZ
mike ichabod	18	1.11	M	AZ
oscar davidson	19	1.81	M	WA
katie nixon	19	2.71	M	WA
quinn king	23	1.78	M	CA
rachel white	20	0.95	F	FL
nick steinbeck	20	2.37	F	WA
rachel allen	22	2.41	M	FL
luke nixon	21	3.05	M	FL
quinn van buren	20	3.4	F	FL
holly thompson	18	1.21	F	FL
xavier nixon	23	1.81	F	CA
ethan xylophone	21	1.11	F	FL
oscar brown	24	1.35	M	FL
tom polk	20	3.64	M	FL
holly steinbeck	23	2.2	M	CA
rachel polk	22	1.68	F	WA
calvin davidson	24	1.1	M	CA
wendy ichabod	19	2.85	M	AZ
sarah brown	24	2.09	F	AZ
bob steinbeck	18	0.83	F	CA
holly ichabod	24	0.5	M	AZ
sarah davidson	18	1.73	F	FL
ethan falkner	24	1.03	F	FL
david white	20	3.32	F	AZ
zach garcia	21	0.44	F	WA
david polk	20	2.79	F	AZ
victor ellison	21	3.9	M	WA
quinn underhill	19	0.16	F	WA
alice van buren	21	1.99	M	CA
luke robinson	21	2.53	M	AZ
mike miller	23	2.07	M	FL
xavier carson	21	2.14	F	AZ
quinn young	21	2	F	FL
quinn van buren	18	3.52	M	CA
bob laertes	22	1.01	M	FL
wendy falkner	23	3.01	F	AZ
ulysses xylophone	19	1.33	F	WA
quinn hernandez	24	2.45	F	AZ
mike garcia	22	0.86	F	AZ
nick quirinius	20	3.23	F	AZ
xavier ichabod	24	0.61	F	WA
tom robinson	24	1.46	M	WA
xavier garcia	18	1.38	F	AZ
mike johnson	23	1.89	M	WA
nick johnson	22	3.63	F	WA
alice garcia	24	2.86	F	FL
ethan nixon	23	0.01	F	AZ
jessica ovid	22	1.66	F	AZ
wendy miller	18	1.27	M	FL
victor king	21	0.75	M	AZ
fred johnson	18	0.26	F	AZ
nick carson	21	0.52	F	AZ
mike steinbeck	19	2.13	M	WA
xavier van buren	23	3.58	M	WA
mike johnson	18	1.25	F	CA
holly johnson	20	1.05	M	FL
calvin robinson	24	0.78	M	AZ
ulysses laertes	19	3.04	F	AZ
luke laertes	23	3.69	M	WA
david zipper	19	0.99	M	AZ
luke ichabod	19	3.62	M	FL
katie allen	22	1.56	F	FL
irene steinbeck	20	0.91	F	WA
alice johnson	21	1.88	M	FL
alice ovid	24	1.44	F	WA
xavier ichabod	22	3.54	F	CA
oscar ellison	19	0.46	M	AZ
calvin miller	19	1.61	F	AZ
quinn xylophone	21	2.72	F	FL
irene robinson	18	0.76	M	CA
priscilla underhill	19	2.76	F	CA
luke ellison	21	1.41	M	WA
jessica brown	23	2.51	M	AZ
wendy carson	19	3.11	F	FL
gabriella thompson	22	0.35	F	CA
katie davidson	20	3.41	M	AZ
irene white	18	3.15	M	CA
holly johnson	23	3	F	CA
victor carson	24	2.23	M	WA
bob laertes	21	3.19	M	WA
irene garcia	24	3.64	F	AZ
calvin xylophone	19	2.58	M	FL
ethan carson	22	0.83	F	WA
luke thompson	24	3.27	F	CA
holly white	23	3.78	F	AZ
nick van buren	22	2.16	M	AZ
wendy falkner	19	0.08	F	FL
quinn white	23	2.31	F	AZ
zach thompson	20	2.12	M	FL
jessica garcia	18	1.12	F	WA
fred white	21	0.16	F	FL
irene polk	23	3.66	F	WA
rachel falkner	24	3.62	F	WA
fred carson	19	3.35	M	WA
gabriella ichabod	23	3.39	M	WA
wendy polk	23	0.2	M	WA
holly king	23	2.14	M	AZ
rachel ichabod	22	0.84	M	AZ
wendy van buren	19	2.81	F	WA
bob steinbeck	21	1.05	F	FL
victor thompson	24	3.72	F	AZ
katie falkner	22	1.33	M	FL
luke hernandez	20	3.97	F	FL
katie miller	18	3.12	M	FL
katie davidson	18	1.76	M	AZ
mike zipper	24	3.5	F	AZ
victor robinson	21	3.38	F	WA
oscar allen	22	2.99	F	FL
tom falkner	18	3.92	M	CA
david nixon	24	3.99	M	FL
zach nixon	21	0.21	M	WA
xavier falkner	21	2.27	M	WA
sarah johnson	20	3.97	M	CA
xavier white	18	1.29	M	WA
mike garcia	20	2.78	M	CA
priscilla nixon	21	3.76	M	CA
gabriella ichabod	19	0.49	F	AZ
mike thompson	18	3.05	M	CA
holly miller	23	0.22	F	CA
zach xylophone	23	1.58	M	CA
yuri nixon	21	1.47	M	FL
priscilla carson	20	3.85	F	FL
nick hernandez	20	2.93	M	AZ
oscar quirinius	23	0.72	M	AZ
ulysses hernandez	18	2.74	M	AZ
wendy robinson	22	1.84	M	FL
mike allen	23	0.42	F	WA
yuri zipper	24	3.04	F	AZ
fred young	22	1.45	F	CA
rachel falkner	20	3.41	M	AZ
tom laertes	21	1.76	F	FL
gabriella ichabod	23	1.25	M	WA
david zipper	21	2.38	F	FL
yuri carson	20	2.25	M	AZ
alice carson	22	1.55	F	FL
zach zipper	22	3.81	F	AZ
zach garcia	24	0.23	F	FL
ulysses ovid	22	0.01	M	AZ
ulysses brown	23	2.6	M	AZ
priscilla johnson	23	2.41	F	CA
mike quirinius	20	1.92	M	WA
alice allen	24	0.81	M	AZ
zach robinson	19	0	F	WA
wendy brown	24	2.87	M	AZ
zach quirinius	19	1.77	F	WA
xavier brown	22	0.93	M	WA
bob zipper	20	0.06	F	CA
wendy ovid	23	1.15	F	AZ
priscilla brown	20	3.84	F	AZ
bob zipper	21	3.89	M	AZ
irene robinson	19	0.6	M	CA
sarah miller	18	3.33	F	FL
gabriella carson	19	2.08	M	WA
rachel hernandez	24	0.22	M	CA
priscilla carson	22	0.19	M	AZ
katie zipper	20	1.21	F	CA
mike ovid	19	2.73	M	FL
calvin ellison	24	0.11	M	CA
calvin hernandez	18	0.73	M	AZ
bob johnson	24	0.4	M	AZ
victor davidson	18	1.56	M	AZ
wendy zipper	18	0.38	M	WA
luke ichabod	22	1.05	F	WA
tom garcia	21	2.64	M	AZ
sarah garcia	22	2.3	M	AZ
ethan ichabod	22	3.8	F	WA
fred laertes	19	3.87	F	CA
quinn van buren	21	1.01	F	FL
quinn van buren	24	3.14	M	AZ
katie brown	18	2.22	F	AZ
jessica underhill	18	3.74	M	WA
wendy thompson	24	0.01	F	AZ
oscar ellison	23	3.23	M	CA
xavier young	20	3.67	F	AZ
fred ichabod	19	0.53	F	WA
ulysses ellison	18	1.03	F	AZ
gabriella allen	18	2.42	F	FL
zach robinson	20	0.77	F	AZ
irene thompson	22	3.76	M	AZ
gabriella white	23	3.19	F	FL
wendy quirinius	20	0	M	FL
mike king	19	2.59	M	WA
victor hernandez	20	2.59	F	AZ
ulysses robinson	22	2.15	F	CA
tom brown	18	3.66	M	WA
bob young	21	1.42	M	FL
sarah steinbeck	23	0.74	M	AZ
wendy ellison	19	2.79	M	WA
nick king	22	0.54	F	FL
fred quirinius	24	2.51	M	AZ
mike underhill	24	0.98	F	FL
holly brown	24	2.42	F	AZ
calvin thompson	23	3.57	F	FL
quinn brown	24	2.18	F	FL
ulysses ellison	22	0.64	F	WA
david xylophone	21	2.31	M	FL
sarah laertes	24	2.8	M	WA
mike garcia	20	0.53	M	FL
katie robinson	23	0.77	M	FL
zach white	20	2.41	M	CA
fred king	22	1.14	M	FL
bob polk	18	0.01	M	CA
zach underhill	20	0.27	M	CA
quinn xylophone	22	2.82	F	CA
victor allen	21	2.19	F	AZ
mike robinson	19	2.11	M	WA
rachel miller	23	3.71	F	WA
irene robinson	24	1	F	WA
ethan van buren	24	3.3	M	WA
irene falkner	20	3.41	F	FL
rachel quirinius	20	0.22	M	WA
rachel hernandez	22	2.34	M	AZ
david ovid	22	3.96	M	AZ
fred johnson	23	1.4	M	AZ
holly carson	20	0.05	M	FL
quinn steinbeck	23	2.86	M	AZ
bob thompson	18	0.38	M	CA
gabriella allen	18	1.07	F	WA
priscilla quirinius	18	0.21	M	AZ
bob garcia	18	3.91	F	FL
calvin brown	18	2.4	F	WA
calvin hernandez	19	2.78	F	FL
tom laertes	20	3.86	M	AZ
zach nixon	22	3.49	F	WA
holly laertes	20	1.64	F	WA
irene zipper	19	0.63	F	AZ
sarah polk	21	2.8	M	AZ
luke steinbeck	23	2.16	M	CA
nick zipper	20	1.01	M	WA
fred ovid	21	1.42	M	FL
rachel polk	24	1.68	F	WA
luke ichabod	21	1.99	F	WA
ethan xylophone	20	0.52	M	CA
quinn thompson	23	3.71	M	FL
wendy hernandez	24	3.47	M	AZ
quinn king	18	2.69	F	AZ
ethan robinson	24	3.46	M	AZ
ulysses underhill	21	1.08	M	AZ
ethan robinson	20	0.55	M	AZ
quinn davidson	23	3.38	F	FL
katie allen	23	3.88	M	FL
david falkner	24	2.94	M	FL
ulysses thompson	21	1.16	F	FL
yuri garcia	24	3.95	M	FL
luke polk	24	1.54	M	AZ
nick garcia	22	3.06	F	WA
bob miller	19	1.48	F	CA
zach nixon	24	0.66	M	FL
holly laertes	19	3.12	M	WA
yuri xylophone	18	3.22	M	AZ
zach zipper	21	3.12	M	AZ
fred nixon	20	3.85	M	AZ
gabriella underhill	21	1.96	F	CA
david polk	22	0.17	M	CA
bob xylophone	23	0.26	F	WA
luke garcia	21	2.43	M	FL
fred ichabod	24	1.14	F	AZ
luke davidson	20	1.08	F	CA
sarah davidson	21	2.22	M	WA
zach garcia	22	0.97	F	FL
gabriella falkner	18	2.01	F	WA
sarah xylophone	18	1.99	M	AZ
jessica robinson	20	1.73	F	FL
jessica polk	24	0.18	M	WA
yuri van buren	23	1.24	M	AZ
alice quirinius	19	0.19	F	AZ
holly garcia	23	0.62	F	WA
holly laertes	24	0.42	M	WA
ethan laertes	22	0.19	M	FL
katie young	24	1.16	M	AZ
victor davidson	22	1.33	F	FL
nick ovid	21	1.21	M	FL
victor polk	23	3.91	F	FL
oscar zipper	18	1.01	M	WA
calvin garcia	22	1.79	F	WA
quinn nixon	19	2.31	M	WA
holly young	18	3.6	F	AZ
quinn miller	21	2.9	F	WA
alice robinson	20	0.16	F	AZ
victor polk	22	1.23	F	WA
bob steinbeck	23	1.49	F	FL
tom ellison	20	2.61	F	FL
wendy miller	21	1	F	AZ
oscar hernandez	20	2.95	F	FL
gabriella davidson	24	2.39	F	CA
xavier steinbeck	23	3.56	M	FL
bob steinbeck	22	3.35	F	AZ
alice king	19	2.56	F	FL
ulysses brown	23	0.7	M	FL
luke underhill	22	2.56	F	AZ
holly steinbeck	19	0.18	M	WA
holly robinson	20	2.6	F	FL
calvin polk	18	0.97	M	WA
alice thompson	24	0.43	F	WA
luke laertes	19	3.86	M	CA
tom young	22	3.95	M	AZ
jessica quirinius	24	3.11	F	AZ
calvin king	22	1.03	F	FL
ethan laertes	18	1.08	F	WA
luke robinson	23	1.87	M	AZ
fred miller	18	0.13	M	WA
calvin king	20	2.6	M	CA
mike hernandez	18	1.66	F	CA
calvin brown	19	0.12	M	AZ
gabriella steinbeck	21	1.5	M	AZ
tom nixon	21	3.02	F	FL
calvin white	19	2.96	F	AZ
alice white	21	0.82	F	WA
zach quirinius	22	0.13	F	AZ
oscar carson	21	1.01	F	CA
ulysses allen	21	0.26	F	FL
luke white	23	0.87	M	WA
holly underhill	19	2.03	M	WA
gabriella nixon	20	0.68	M	AZ
calvin carson	23	2.59	M	AZ
fred robinson	22	2.65	F	WA
david falkner	22	2.56	M	FL
jessica ovid	18	3.62	F	WA
jessica quirinius	18	2.72	M	CA
bob thompson	23	3.84	M	AZ
luke falkner	24	2.42	F	CA
oscar ovid	23	1.83	M	WA
ethan xylophone	22	2.62	F	AZ
david robinson	21	0.03	M	WA
ulysses brown	19	1.22	M	AZ
bob falkner	23	1.75	F	CA
wendy steinbeck	20	1	M	WA
david nixon	22	2.95	M	AZ
bob brown	21	3.92	M	CA
nick falkner	24	2.6	M	AZ
gabriella xylophone	24	2.44	F	WA
fred white	19	2.11	M	FL
ethan falkner	18	3.78	M	CA
victor davidson	20	1.48	F	AZ
calvin van buren	20	0.64	M	WA
zach robinson	22	2.46	F	WA
nick carson	18	3.23	M	FL
rachel ellison	19	2.18	F	FL
yuri brown	21	1.28	M	WA
alice davidson	24	0.11	M	FL
alice thompson	19	2.37	F	WA
yuri polk	20	2.31	F	WA
gabriella hernandez	23	2.96	M	WA
bob falkner	19	2.61	M	CA
gabriella ovid	19	2.29	M	WA
tom nixon	22	1.77	F	AZ
mike zipper	20	3.86	M	FL
fred miller	24	1.64	M	CA
yuri carson	21	3.11	M	WA
oscar laertes	21	0.89	F	AZ
xavier white	22	2.53	M	AZ
oscar ichabod	19	3.02	M	AZ
luke laertes	21	1.94	F	AZ
xavier king	23	1.61	M	FL
wendy ellison	20	2.33	F	CA
gabriella ichabod	18	3.55	M	FL
alice carson	20	0.46	M	CA
ethan robinson	22	1.83	F	AZ
xavier underhill	22	2.13	F	AZ
ulysses van buren	21	1.65	M	WA
zach davidson	19	1.52	M	CA
sarah xylophone	20	2.22	M	AZ
rachel brown	21	0.63	M	WA
david young	24	1.5	M	WA
quinn quirinius	18	2.46	F	WA
tom garcia	20	1.83	M	WA
david carson	20	3	F	CA
zach ellison	20	3.39	M	WA
ethan ichabod	24	2.33	M	WA
yuri johnson	24	3.69	M	AZ
quinn johnson	18	3.21	M	AZ
yuri underhill	23	2.16	F	FL
priscilla quirinius	20	0.96	M	AZ
alice van buren	20	0.73	M	FL
victor allen	22	0.59	M	FL
zach ovid	18	0.35	M	WA
gabriella ellison	18	0.97	F	WA
fred hernandez	20	1.2	F	CA
priscilla zipper	19	2.22	F	AZ
ethan thompson	21	0.02	F	AZ
ethan young	18	0.6	M	CA
priscilla xylophone	22	1.91	M	AZ
holly laertes	20	3.59	M	CA
irene johnson	20	1.75	M	AZ
holly zipper	23	2.58	M	AZ
fred ichabod	18	2.61	M	WA
zach davidson	24	1.01	M	FL
irene quirinius	24	0.86	F	WA
tom hernandez	18	0.79	F	AZ
luke van buren	19	3.65	F	FL
wendy white	21	2.44	F	FL
holly underhill	23	3.42	F	AZ
quinn van buren	18	4	M	FL
tom van buren	21	2.26	F	FL
irene davidson	20	0.05	M	AZ
wendy king	24	1.88	M	WA
luke laertes	22	0.5	M	AZ
zach brown	19	3.76	F	WA
yuri johnson	18	1.2	F	AZ
bob xylophone	23	3.07	F	FL
priscilla zipper	18	0.76	M	WA
xavier polk	22	0.84	F	AZ
oscar ovid	24	3.24	M	CA
oscar quirinius	21	2.41	M	AZ
victor king	24	0.05	M	FL
oscar polk	22	3.29	F	AZ
bob polk	20	2.75	M	AZ
jessica miller	19	3.01	F	FL
xavier falkner	24	0.06	F	AZ
holly ichabod	18	1.43	F	FL
tom thompson	18	2.62	F	FL
mike thompson	20	3.36	M	CA
fred king	23	1.64	M	WA
quinn king	22	3.39	F	CA
holly laertes	23	1.53	M	WA
ulysses xylophone	22	2.67	F	FL
fred steinbeck	23	1.48	F	WA
tom ellison	22	3.71	F	FL
victor white	20	3.45	F	WA
xavier ovid	18	1.19	M	WA
sarah miller	22	2.91	F	CA
irene davidson	21	1.32	F	AZ
bob hernandez	18	1.48	M	AZ
nick johnson	22	2.7	F	CA
oscar carson	20	3.76	F	FL
irene polk	20	2.29	F	WA
fred king	23	3.71	F	AZ
bob laertes	24	2.62	M	AZ
yuri nixon	22	1.31	M	AZ
oscar thompson	23	3.59	M	FL
irene allen	22	1.54	M	AZ
holly hernandez	22	2.69	M	FL
sarah brown	19	3.36	M	AZ
jessica allen	22	3.12	F	WA
victor carson	19	1.97	F	AZ
yuri xylophone	22	1.93	M	FL
katie xylophone	21	3.4	F	AZ
quinn polk	19	2.24	F	FL
wendy van buren	19	2.43	M	WA
david zipper	20	2.57	M	AZ
priscilla underhill	21	2.93	F	WA
david johnson	23	0.15	M	FL
tom ellison	24	3.63	F	CA
zach thompson	18	2.9	M	AZ
victor van buren	23	0.98	M	CA
priscilla hernandez	18	0.29	M	FL
fred garcia	19	0.88	F	AZ
victor polk	23	1.61	F	CA
priscilla miller	19	3.69	F	WA
jessica johnson	20	2.07	M	FL
nick falkner	22	3.6	F	WA
holly steinbeck	22	3.45	F	AZ
victor allen	20	0.21	F	CA
oscar white	20	0.27	F	AZ
quinn underhill	21	1.21	M	AZ
tom johnson	22	1.11	F	AZ
tom falkner	18	3.69	F	AZ
mike young	24	3.17	M	WA
alice laertes	20	3.33	M	FL
luke ovid	21	0.82	M	AZ
mike allen	18	1.55	M	WA
irene davidson	20	1.95	F	AZ
tom carson	21	2.34	M	AZ
quinn zipper	23	0.71	F	AZ
calvin ellison	21	3.95	M	AZ
oscar hernandez	20	0.38	M	FL
ulysses hernandez	23	0.26	F	WA
katie underhill	24	3.47	F	FL
ulysses hernandez	18	0.55	F	AZ
tom carson	24	3.2	F	WA
alice young	18	2.14	F	WA
alice king	19	2.29	F	CA
ulysses ellison	21	0.5	F	FL
gabriella allen	21	2.45	M	WA
calvin polk	18	3.64	M	CA
xavier robinson	19	3.61	M	FL
jessica polk	21	3.69	M	WA
fred ichabod	24	1.95	F	FL
gabriella xylophone	19	1.26	M	AZ
ulysses quirinius	23	3.63	M	AZ
ethan nixon	19	0.35	M	AZ
holly thompson	20	1.25	M	CA
oscar brown	19	2.74	M	AZ
oscar allen	22	0.32	F	FL
katie brown	22	0.92	F	WA
gabriella underhill	19	1.33	F	WA
priscilla steinbeck	24	0.21	M	WA
holly falkner	20	3.56	F	FL
calvin carson	24	3.26	M	AZ
rachel laertes	18	3.21	M	AZ
fred king	23	1.46	F	FL
rachel hernandez	20	3.37	M	WA
wendy van buren	19	1.2	F	AZ
xavier nixon	23	3.94	F	CA
tom ellison	20	0	M	FL
calvin johnson	18	0.86	F	AZ
rachel white	24	3.47	M	AZ
david laertes	23	2.93	M	AZ
holly quirinius	21	1.34	F	AZ
irene falkner	22	3.68	F	CA
quinn davidson	24	0.94	M	WA
nick underhill	18	1.27	M	WA
oscar brown	24	0.03	F	AZ
fred allen	18	0.8	M	FL
oscar thompson	24	1.33	F	WA
oscar robinson	24	0.89	M	CA
priscilla carson	19	2.94	F	FL
zach xylophone	18	0.34	F	CA
jessica johnson	18	3.26	F	FL
yuri steinbeck	18	0.24	M	WA
bob ichabod	23	3.41	F	CA
luke laertes	24	3.22	F	FL
tom nixon	22	2.75	M	FL
yuri king	20	3.34	M	AZ
irene ovid	19	3.6	F	CA
ethan steinbeck	21	2.39	F	AZ
yuri young	23	2.19	M	AZ
priscilla white	18	0.88	M	CA
priscilla laertes	20	3.74	M	AZ
priscilla van buren	19	2.39	M	AZ
rachel miller	22	0.64	M	WA
sarah falkner	23	2.29	M	FL
victor ichabod	22	1.66	F	WA
david ellison	23	3.12	F	CA
rachel robinson	21	1.77	F	CA
oscar king	20	3.21	M	CA
nick brown	18	3.19	M	CA
holly nixon	21	0.39	F	WA
victor young	23	0.12	M	AZ
yuri miller	22	1.68	M	AZ
ethan brown	22	0.96	F	AZ
ethan underhill	18	1.14	M	WA
katie underhill	21	3.99	M	AZ
rachel laertes	21	1.14	F	WA
ethan johnson	19	0.01	F	WA
oscar young	22	0.18	F	CA
wendy miller	18	1.74	M	FL
calvin garcia	22	3.68	M	WA
katie steinbeck	21	1.84	F	CA
bob falkner	21	1.96	F	AZ
victor hernandez	24	3.68	F	CA
wendy steinbeck	20	1.65	M	FL
xavier polk	23	3.41	F	WA
quinn ichabod	19	0.38	F	AZ
irene ellison	19	0.51	F	AZ
calvin ichabod	20	1.09	F	AZ
irene miller	23	0.47	F	CA
gabriella xylophone	21	2.29	F	WA
calvin ichabod	24	0.25	F	AZ
wendy hernandez	20	3	M	FL
yuri quirinius	21	1.9	F	FL
alice garcia	19	1.51	M	AZ
gabriella johnson	24	2.85	F	AZ
nick van buren	19	1.95	M	FL
nick king	24	2.55	F	WA
yuri hernandez	22	2.99	F	FL
sarah ovid	23	0.32	M	AZ
calvin garcia	18	2.14	M	WA
fred robinson	18	2.91	M	AZ
rachel white	24	2.08	M	WA
bob quirinius	19	3.45	F	FL
zach ichabod	21	0.24	M	WA
tom falkner	21	1.47	F	CA
irene miller	20	0.57	F	FL
mike ovid	19	1.27	M	AZ
calvin xylophone	20	1.27	F	WA
oscar miller	21	1.89	F	CA
gabriella young	24	2.18	M	AZ
ethan davidson	21	3.97	F	AZ
david xylophone	24	2.74	F	FL
xavier xylophone	18	2.83	M	WA
gabriella king	22	3.47	F	FL
quinn laertes	23	1.66	M	CA
katie nixon	24	3.46	F	FL
irene garcia	20	2.76	F	AZ
mike nixon	23	0.74	M	WA
quinn davidson	24	3.65	M	AZ
nick falkner	21	2.02	F	WA
oscar miller	24	1.31	F	AZ
ethan polk	24	2.84	F	AZ
jessica ovid	24	0.54	M	AZ
jessica white	19	3.52	F	WA
katie king	22	3.75	F	FL
victor ovid	22	0.49	M	AZ
rachel ellison	21	3.88	M	AZ
bob brown	19	1.56	M	CA
gabriella hernandez	22	3.98	M	CA
wendy ichabod	21	0.07	M	AZ
katie xylophone	18	3.67	F	CA
rachel johnson	20	3.93	F	FL
holly underhill	23	2.67	F	AZ
gabriella allen	23	2.47	F	FL
gabriella allen	18	0.53	F	FL
jessica miller	20	3.08	F	AZ
yuri thompson	22	1.99	F	AZ
zach ichabod	22	0.88	F	WA
victor carson	19	2.6	M	CA
katie quirinius	19	1.93	F	FL
yuri robinson	22	3.51	M	CA
victor carson	23	0.24	M	FL
priscilla polk	20	2.28	F	FL
zach zipper	18	1.91	M	WA
rachel polk	20	0.66	M	AZ
rachel brown	19	2.11	F	WA
david brown	21	0.65	F	AZ
oscar young	23	1.81	F	FL
jessica quirinius	23	2.48	F	FL
david underhill	23	3.73	M	FL
priscilla quirinius	18	0.79	M	AZ
calvin johnson	19	0.56	M	FL
ethan hernandez	21	1.92	M	AZ
sarah ellison	24	1.11	M	FL
mike young	23	3.82	M	CA
fred garcia	18	2.21	F	AZ
fred steinbeck	24	3.41	F	AZ
david ovid	18	2.71	M	AZ
holly zipper	21	2.79	M	AZ
jessica robinson	22	2.43	F	WA
nick ichabod	20	1.16	F	WA
david carson	19	1.8	M	WA
ethan allen	20	2.5	F	WA
zach quirinius	18	0.7	F	FL
alice van buren	23	0.57	F	CA
mike ovid	23	3.89	F	AZ
david ellison	18	2.02	F	WA
ethan white	24	3.63	M	FL
bob robinson	19	0.52	M	CA
david laertes	20	3.35	F	AZ
ethan steinbeck	20	2.21	M	FL
fred steinbeck	21	1.42	M	WA
katie davidson	23	2.83	F	CA
calvin quirinius	23	3.7	F	WA
luke carson	24	1.08	M	AZ
ulysses polk	24	1	F	FL
gabriella polk	18	0.51	F	FL
katie laertes	20	1.51	M	AZ
gabriella steinbeck	24	1.06	F	WA
priscilla johnson	20	3.88	F	FL
david zipper	21	1.3	F	AZ
sarah ellison	21	2.67	F	AZ
oscar miller	20	1.2	M	WA
priscilla ichabod	23	2.18	M	CA
priscilla carson	21	0.02	F	WA
